primer_mov,movimientos
1,"(4, 1)","(11, 4)","(9, 2)","(12, 5)","(3, 8)","(10, 3)","(2, 7)","(7, 9)","(14, 12)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
